indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
249,25,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4]",1187,859,97,72.4,11.3,275.93
250,25,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5]",1216,881,96,72.5,10.9,308.45
251,25,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5, 6]",1251,911,118,72.8,13.0,353.12
252,25,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4]",1128,758,85,67.2,11.2,266.58
253,25,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5]",1177,800,106,68.0,13.2,306.12
254,25,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5, 6]",1179,803,106,68.1,13.2,333.7
255,25,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4]",1104,670,78,60.7,11.6,251.13
256,25,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5]",1129,702,91,62.2,13.0,286.53
257,25,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5, 6]",1175,731,94,62.2,12.9,329.89
258,25,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4]",1118,606,80,54.2,13.2,261.42
259,25,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5]",1132,637,88,56.3,13.8,290.66
260,25,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5, 6]",1155,644,98,55.8,15.2,317.52
261,25,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4]",1081,556,65,51.4,11.7,266.57
262,25,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5]",1107,580,72,52.4,12.4,285.79
263,25,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5, 6]",1105,606,87,54.8,14.4,311.76
264,25,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4]",1041,503,58,48.3,11.5,246.37
265,25,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5]",1050,514,69,49.0,13.4,269.58
266,25,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5, 6]",1133,546,68,48.2,12.5,312.54
267,25,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4]",1050,457,50,43.5,10.9,249.11
268,25,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5]",1077,464,51,43.1,11.0,276.99
269,25,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5, 6]",1088,485,63,44.6,13.0,304.48
270,25,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4]",1088,389,47,35.8,12.1,257.7
