indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
279,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4]",1364,235,23,17.2,9.8,389.5
280,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5]",1367,242,32,17.7,13.2,393.55
281,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5, 6]",1434,242,24,16.9,9.9,439.61
282,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4]",1532,185,25,12.1,13.5,442.32
283,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5]",1617,191,21,11.8,11.0,472.61
284,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5, 6]",1656,191,19,11.5,9.9,469.15
285,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4]",1413,972,120,68.8,12.3,450.66
286,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5]",1449,987,105,68.1,10.6,471.73
287,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5, 6]",1477,1016,114,68.8,11.2,532.02
288,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4]",1386,862,95,62.2,11.0,414.58
289,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5]",1420,887,114,62.5,12.9,466.01
290,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5, 6]",1451,925,128,63.7,13.8,498.05
291,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4]",1418,793,85,55.9,10.7,440.58
292,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5]",1407,799,97,56.8,12.1,450.73
293,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5, 6]",1415,799,103,56.5,12.9,492.34
294,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4]",1374,687,77,50.0,11.2,434.14
295,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5]",1396,707,84,50.6,11.9,446.73
296,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5, 6]",1400,730,91,52.1,12.5,490.14
297,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4]",1329,623,65,46.9,10.4,424.61
298,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5]",1367,649,91,47.5,14.0,449.1
299,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5, 6]",1396,692,97,49.6,14.0,467.33
300,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4]",1381,566,62,41.0,11.0,433.73
301,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5]",1405,603,73,42.9,12.1,472.52
302,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5, 6]",1442,615,71,42.6,11.5,498.7
303,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4]",1435,480,55,33.4,11.5,462.74
304,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5]",1495,498,67,33.3,13.5,506.83
305,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5, 6]",1463,531,71,36.3,13.4,514.45
306,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4]",1587,402,46,25.3,11.4,494.92
307,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5]",1565,428,58,27.3,13.6,499.32
308,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5, 6]",1589,439,59,27.6,13.4,528.78
309,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4]",1657,366,48,22.1,13.1,519.27
310,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5]",1696,384,48,22.6,12.5,550.99
311,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5, 6]",1765,393,56,22.3,14.2,6204.21
312,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4]",1862,301,33,16.2,11.0,491.17
313,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5]",1952,320,38,16.4,11.9,545.08
314,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5, 6]",1960,319,35,16.3,11.0,554.7
315,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4]",2161,225,26,10.4,11.6,619.95
316,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5]",2251,237,28,10.5,11.8,623.78
317,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5, 6]",2220,249,33,11.2,13.3,670.29
318,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4]",1961,866,93,44.2,10.7,589.92
319,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5]",2067,897,93,43.4,10.4,628.49
320,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5, 6]",2077,938,114,45.2,12.2,655.85
321,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4]",2118,742,88,35.0,11.9,649.46
322,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5]",2190,773,91,35.3,11.8,662.77
323,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5, 6]",2243,817,103,36.4,12.6,722.81
324,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4]",2419,628,75,26.0,11.9,711.95
325,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5]",2467,655,71,26.6,10.8,756.83
326,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5, 6]",2496,687,86,27.5,12.5,795.14
327,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4]",2590,582,75,22.5,12.9,792.55
328,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5]",2645,604,77,22.8,12.7,834.52
329,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5, 6]",2695,624,91,23.2,14.6,854.03
330,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4]",2920,455,53,15.6,11.6,875.99
331,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5]",2976,481,53,16.2,11.0,870.4
332,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5, 6]",3034,478,64,15.8,13.4,947.45
333,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4]",3461,346,52,10.0,15.0,1039.66
334,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5]",3598,363,50,10.1,13.8,1124.94
335,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5, 6]",3738,376,43,10.1,11.4,11654.84
