indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
279,20,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4]",1840,186,15,10.1,8.1,408.96
280,20,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5]",1864,196,15,10.5,7.7,419.23
281,20,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5, 6]",1862,204,19,11.0,9.3,430.33
282,20,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4]",2111,146,8,6.9,5.5,466.47
283,20,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5]",2124,144,11,6.8,7.6,477.48
284,20,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5, 6]",2108,142,14,6.7,9.9,490.32
285,20,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4]",1409,980,120,69.6,12.2,382.91
286,20,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5]",1443,991,111,68.7,11.2,416.35
287,20,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5, 6]",1467,1030,117,70.2,11.4,459.34
288,20,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4]",1397,883,101,63.2,11.4,384.36
289,20,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5]",1422,900,119,63.3,13.2,396.84
290,20,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5, 6]",1474,941,101,63.8,10.7,431.68
291,20,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4]",1342,771,88,57.5,11.4,333.38
292,20,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5]",1375,801,97,58.3,12.1,368.59
293,20,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5, 6]",1401,826,106,59.0,12.8,411.15
294,20,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4]",1338,705,87,52.7,12.3,333.41
295,20,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5]",1362,739,93,54.3,12.6,367.06
296,20,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5, 6]",1331,752,97,56.5,12.9,395.54
297,20,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4]",1323,635,66,48.0,10.4,334.18
298,20,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5]",1372,655,82,47.7,12.5,383.9
299,20,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5, 6]",1404,682,92,48.6,13.5,407.97
300,20,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4]",1388,560,72,40.3,12.9,346.41
301,20,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5]",1450,599,78,41.3,13.0,384.23
302,20,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5, 6]",1448,618,81,42.7,13.1,8948.97
303,20,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4]",1546,456,51,29.5,11.2,381.08
304,20,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5]",1635,474,65,29.0,13.7,454.55
305,20,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5, 6]",1607,507,66,31.5,13.0,502.2
306,20,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4]",1894,377,47,19.9,12.5,492.97
307,20,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5]",1803,399,40,22.1,10.0,501.84
308,20,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5, 6]",1819,398,50,21.9,12.6,528.36
309,20,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4]",1952,329,36,16.9,10.9,530.25
310,20,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5]",2010,343,29,17.1,8.5,562.88
311,20,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5, 6]",2050,361,54,17.6,15.0,587.84
312,20,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4]",2492,236,17,9.5,7.2,616.94
313,20,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5]",2477,258,23,10.4,8.9,651.28
314,20,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5, 6]",2477,258,23,10.4,8.9,680.85
315,20,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4]",2867,173,12,6.0,6.9,767.66
316,20,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5]",2861,180,18,6.3,10.0,808.35
317,20,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5, 6]",2848,182,18,6.4,9.9,788.11
318,20,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4]",2034,843,100,41.4,11.9,609.58
319,20,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5]",2161,905,121,41.9,13.4,686.76
320,20,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5, 6]",2115,932,116,44.1,12.4,737.3
321,20,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4]",2387,699,88,29.3,12.6,745.44
322,20,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5]",2486,751,110,30.2,14.6,769.62
323,20,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5, 6]",2507,798,96,31.8,12.0,843.05
324,20,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4]",2860,566,70,19.8,12.4,814.48
325,20,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5]",2939,589,68,20.0,11.5,878.86
326,20,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5, 6]",2948,600,69,20.4,11.5,945.39
327,20,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4]",3152,498,54,15.8,10.8,853.67
328,20,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5]",3192,529,68,16.6,12.9,915.95
329,20,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5, 6]",3269,547,64,16.7,11.7,912.23
330,20,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4]",3856,374,35,9.7,9.4,942.86
331,20,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5]",4057,381,38,9.4,10.0,1032.4
332,20,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5, 6]",3912,394,38,10.1,9.6,1027.52
333,20,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4]",4517,270,24,6.0,8.9,1135.97
334,20,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5]",4561,279,32,6.1,11.5,1196.61
335,20,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5, 6]",4603,291,28,6.3,9.6,1289.28
